ID,codigo,prospecto,programa,periodo,estado,completitud,documentosVerificados,revisor,puntaje,decision,fechaEnvio,fechaDecision,observaciones,externalID
solicitud-edu-044,SOL-DEMO-044,edu-prospecto-044,programa-045,2026-2,En revisión,100,false,supervisora-demo,99,No admitir,2026-07-12T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-044
solicitud-edu-045,SOL-DEMO-045,edu-prospecto-045,programa-046,2026-2,Incompleta,30,true,supervisora-demo,100,Lista de espera,2026-07-11T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-045
solicitud-edu-046,SOL-DEMO-046,edu-prospecto-046,programa-047,2026-2,Admitida,55,false,supervisora-demo,55,Admitir,2026-07-10T12:00:00Z,2026-07-25T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-046
solicitud-edu-047,SOL-DEMO-047,edu-prospecto-047,programa-048,2026-2,No admitida,75,false,supervisora-demo,56,No admitir,2026-07-09T12:00:00Z,2026-07-24T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-047
solicitud-edu-048,SOL-DEMO-048,edu-prospecto-048,programa-049,2026-2,Borrador,90,true,supervisora-demo,57,Lista de espera,2026-07-08T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-048
solicitud-edu-049,SOL-DEMO-049,edu-prospecto-049,programa-050,2026-2,Enviada,100,false,supervisora-demo,58,Admitir,2026-07-07T12:00:00Z,2026-07-30T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-049
solicitud-edu-050,SOL-DEMO-050,edu-prospecto-050,programa-051,2026-2,En revisión,30,false,supervisora-demo,59,No admitir,2026-07-31T12:00:00Z,2026-07-29T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-050
solicitud-edu-051,SOL-DEMO-051,edu-prospecto-051,programa-052,2026-2,Incompleta,55,true,supervisora-demo,60,Lista de espera,2026-07-30T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-051
solicitud-edu-052,SOL-DEMO-052,edu-prospecto-052,programa-053,2026-2,Admitida,75,false,supervisora-demo,61,Admitir,2026-07-29T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-052
solicitud-edu-053,SOL-DEMO-053,edu-prospecto-053,programa-054,2026-2,No admitida,90,false,supervisora-demo,62,No admitir,2026-07-28T12:00:00Z,2026-07-26T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-053
solicitud-edu-054,SOL-DEMO-054,edu-prospecto-054,programa-055,2026-2,Borrador,100,true,supervisora-demo,63,Lista de espera,2026-07-27T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-054
solicitud-edu-055,SOL-DEMO-055,edu-prospecto-055,programa-056,2026-2,Enviada,30,false,supervisora-demo,64,Admitir,2026-07-26T12:00:00Z,2026-07-24T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-055
solicitud-edu-056,SOL-DEMO-056,edu-prospecto-056,programa-057,2026-2,En revisión,55,false,supervisora-demo,65,No admitir,2026-07-25T12:00:00Z,2026-07-31T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-056
solicitud-edu-057,SOL-DEMO-057,edu-prospecto-057,programa-058,2026-2,Incompleta,75,true,supervisora-demo,66,Lista de espera,2026-07-24T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-057
solicitud-edu-058,SOL-DEMO-058,edu-prospecto-058,programa-059,2026-2,Admitida,90,false,supervisora-demo,67,Admitir,2026-07-23T12:00:00Z,2026-07-29T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-058
solicitud-edu-059,SOL-DEMO-059,edu-prospecto-059,programa-060,2026-2,No admitida,100,false,supervisora-demo,68,No admitir,2026-07-22T12:00:00Z,2026-07-28T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-059
solicitud-edu-060,SOL-DEMO-060,edu-prospecto-060,programa-061,2026-2,Borrador,30,true,supervisora-demo,69,Lista de espera,2026-07-21T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-060
solicitud-edu-061,SOL-DEMO-061,edu-prospecto-061,programa-062,2026-2,Enviada,55,false,supervisora-demo,70,Admitir,2026-07-20T12:00:00Z,2026-07-26T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-061
solicitud-edu-062,SOL-DEMO-062,edu-prospecto-062,programa-063,2026-2,En revisión,75,false,supervisora-demo,71,No admitir,2026-07-19T12:00:00Z,2026-07-25T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-062
solicitud-edu-063,SOL-DEMO-063,edu-prospecto-063,programa-064,2026-2,Incompleta,90,true,supervisora-demo,72,Lista de espera,2026-07-18T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-063
solicitud-edu-064,SOL-DEMO-064,edu-prospecto-064,programa-065,2026-2,Admitida,100,false,supervisora-demo,73,Admitir,2026-07-17T12:00:00Z,2026-07-31T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-064
solicitud-edu-065,SOL-DEMO-065,edu-prospecto-065,programa-066,2026-2,No admitida,30,false,supervisora-demo,74,No admitir,2026-07-16T12:00:00Z,2026-07-30T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-065
solicitud-edu-066,SOL-DEMO-066,edu-prospecto-066,programa-067,2026-2,Borrador,55,true,supervisora-demo,75,Lista de espera,2026-07-15T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-066
solicitud-edu-067,SOL-DEMO-067,edu-prospecto-067,programa-068,2026-2,Enviada,75,false,supervisora-demo,76,Admitir,2026-07-14T12:00:00Z,2026-07-28T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-067
solicitud-edu-068,SOL-DEMO-068,edu-prospecto-068,programa-069,2026-2,En revisión,90,false,supervisora-demo,77,No admitir,2026-07-13T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-068
solicitud-edu-069,SOL-DEMO-069,edu-prospecto-069,programa-070,2026-2,Incompleta,100,true,supervisora-demo,78,Lista de espera,2026-07-12T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-069
solicitud-edu-070,SOL-DEMO-070,edu-prospecto-070,programa-071,2026-2,Admitida,30,false,supervisora-demo,79,Admitir,2026-07-11T12:00:00Z,2026-07-25T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-070
solicitud-edu-071,SOL-DEMO-071,edu-prospecto-071,programa-072,2026-2,No admitida,55,false,supervisora-demo,80,No admitir,2026-07-10T12:00:00Z,2026-07-24T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-071
solicitud-edu-072,SOL-DEMO-072,edu-prospecto-072,programa-073,2026-2,Borrador,75,true,supervisora-demo,81,Lista de espera,2026-07-09T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-072
solicitud-edu-073,SOL-DEMO-073,edu-prospecto-073,programa-074,2026-2,Enviada,90,false,supervisora-demo,82,Admitir,2026-07-08T12:00:00Z,2026-07-30T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-073
solicitud-edu-074,SOL-DEMO-074,edu-prospecto-074,programa-075,2026-2,En revisión,100,false,supervisora-demo,83,No admitir,2026-07-07T12:00:00Z,2026-07-29T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-074
solicitud-edu-075,SOL-DEMO-075,edu-prospecto-075,programa-076,2026-2,Incompleta,30,true,supervisora-demo,84,Lista de espera,2026-07-31T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-075
solicitud-edu-076,SOL-DEMO-076,edu-prospecto-076,programa-077,2026-2,Admitida,55,false,supervisora-demo,85,Admitir,2026-07-30T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-076
solicitud-edu-077,SOL-DEMO-077,edu-prospecto-077,programa-078,2026-2,No admitida,75,false,supervisora-demo,86,No admitir,2026-07-29T12:00:00Z,2026-07-26T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-077
solicitud-edu-078,SOL-DEMO-078,edu-prospecto-078,programa-079,2026-2,Borrador,90,true,supervisora-demo,87,Lista de espera,2026-07-28T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-078
solicitud-edu-079,SOL-DEMO-079,edu-prospecto-079,programa-080,2026-2,Enviada,100,false,supervisora-demo,88,Admitir,2026-07-27T12:00:00Z,2026-07-24T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-079
solicitud-edu-080,SOL-DEMO-080,edu-prospecto-080,programa-081,2026-2,En revisión,30,false,supervisora-demo,89,No admitir,2026-07-26T12:00:00Z,2026-07-31T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-080
solicitud-edu-081,SOL-DEMO-081,edu-prospecto-081,programa-082,2026-2,Incompleta,55,true,supervisora-demo,90,Lista de espera,2026-07-25T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-081
solicitud-edu-082,SOL-DEMO-082,edu-prospecto-082,programa-083,2026-2,Admitida,75,false,supervisora-demo,91,Admitir,2026-07-24T12:00:00Z,2026-07-29T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-082
solicitud-edu-083,SOL-DEMO-083,edu-prospecto-083,programa-084,2026-2,No admitida,90,false,supervisora-demo,92,No admitir,2026-07-23T12:00:00Z,2026-07-28T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-083
solicitud-edu-084,SOL-DEMO-084,edu-prospecto-084,programa-085,2026-2,Borrador,100,true,supervisora-demo,93,Lista de espera,2026-07-22T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-084
solicitud-edu-085,SOL-DEMO-085,edu-prospecto-085,programa-086,2026-2,Enviada,30,false,supervisora-demo,94,Admitir,2026-07-21T12:00:00Z,2026-07-26T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-085
solicitud-edu-086,SOL-DEMO-086,edu-prospecto-086,programa-087,2026-2,En revisión,55,false,supervisora-demo,95,No admitir,2026-07-20T12:00:00Z,2026-07-25T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-086
solicitud-edu-087,SOL-DEMO-087,edu-prospecto-087,programa-088,2026-2,Incompleta,75,true,supervisora-demo,96,Lista de espera,2026-07-19T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-087
solicitud-edu-088,SOL-DEMO-088,edu-prospecto-088,programa-089,2026-2,Admitida,90,false,supervisora-demo,97,Admitir,2026-07-18T12:00:00Z,2026-07-31T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-088
solicitud-edu-089,SOL-DEMO-089,edu-prospecto-089,programa-090,2026-2,No admitida,100,false,supervisora-demo,98,No admitir,2026-07-17T12:00:00Z,2026-07-30T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-089
solicitud-edu-090,SOL-DEMO-090,edu-prospecto-090,programa-091,2026-2,Borrador,30,true,supervisora-demo,99,Lista de espera,2026-07-16T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-090
solicitud-edu-091,SOL-DEMO-091,edu-prospecto-091,programa-092,2026-2,Enviada,55,false,supervisora-demo,100,Admitir,2026-07-15T12:00:00Z,2026-07-28T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-091
solicitud-edu-092,SOL-DEMO-092,edu-prospecto-092,programa-093,2026-2,En revisión,75,false,supervisora-demo,55,No admitir,2026-07-14T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-092
solicitud-edu-093,SOL-DEMO-093,edu-prospecto-093,programa-094,2026-2,Incompleta,90,true,supervisora-demo,56,Lista de espera,2026-07-13T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-093
solicitud-edu-094,SOL-DEMO-094,edu-prospecto-094,programa-095,2026-2,Admitida,100,false,supervisora-demo,57,Admitir,2026-07-12T12:00:00Z,2026-07-25T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-094
solicitud-edu-095,SOL-DEMO-095,edu-prospecto-095,programa-096,2026-2,No admitida,30,false,supervisora-demo,58,No admitir,2026-07-11T12:00:00Z,2026-07-24T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-095
solicitud-edu-096,SOL-DEMO-096,edu-prospecto-096,programa-097,2026-2,Borrador,55,true,supervisora-demo,59,Lista de espera,2026-07-10T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-096
solicitud-edu-097,SOL-DEMO-097,edu-prospecto-097,programa-098,2026-2,Enviada,75,false,supervisora-demo,60,Admitir,2026-07-09T12:00:00Z,2026-07-30T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-097
solicitud-edu-098,SOL-DEMO-098,edu-prospecto-098,programa-099,2026-2,En revisión,90,false,supervisora-demo,61,No admitir,2026-07-08T12:00:00Z,2026-07-29T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-098
solicitud-edu-099,SOL-DEMO-099,edu-prospecto-099,programa-100,2026-2,Incompleta,100,true,supervisora-demo,62,Lista de espera,2026-07-07T12:00:00Z,,Solicitud sintética con seguimiento de completitud.,ADM-SOL-099
solicitud-edu-100,SOL-DEMO-100,edu-prospecto-100,programa-001,2026-2,Admitida,30,false,supervisora-demo,63,Admitir,2026-07-31T12:00:00Z,2026-07-27T12:00:00Z,Solicitud sintética con seguimiento de completitud.,ADM-SOL-100
